CustomerID,OrderTimestamp,AOV,CustomerRating,Feedback
CUST_0103,2025-02-26 21:58:00,287.42,2,Very bad experience.
CUST_0436,2025-02-27 16:12:00,417.02,5,Very fast delivery.
CUST_0349,2025-07-11 01:40:00,266.23,3,Excellent service!
CUST_0271,2025-05-10 00:20:00,411.72,5,Loved the discounts.
CUST_0107,2025-03-27 05:27:00,386.29,5,User friendly app.
CUST_0072,2025-05-06 04:37:00,381.12,5,User friendly app.
CUST_0189,2025-02-03 20:22:00,382.18,1,Poor packaging.
CUST_0021,2025-03-25 04:09:00,488.37,3,Very fast delivery.
CUST_0103,2025-04-24 16:20:00,207.12,4,Neutral experience.
CUST_0122,2025-04-19 08:45:00,292.03,5,Product quality acceptable.
CUST_0467,2025-02-01 18:44:00,395.13,1,Delivery was very late.
CUST_0215,2025-02-04 00:48:00,258.56,4,Nothing special.
CUST_0331,2025-03-04 01:27:00,405.53,5,Delivery was okay.
CUST_0459,2025-05-06 07:38:00,393.9,5,Excellent service!
CUST_0088,2025-07-04 01:53:00,231.55,5,Excellent service!
CUST_0373,2025-05-29 02:58:00,225.62,4,Very fast delivery.
CUST_0100,2025-03-22 11:00:00,85.15,2,Average service.
CUST_0360,2025-03-26 11:04:00,253.52,5,User friendly app.
CUST_0152,2025-03-29 16:47:00,401.72,4,Product quality acceptable.
CUST_0131,2025-03-19 22:14:00,418.74,1,App glitches caused trouble.
CUST_0150,2025-04-26 13:01:00,424.23,4,Excellent service!
CUST_0309,2025-04-16 18:38:00,306.65,2,App glitches caused trouble.
CUST_0258,2025-07-16 01:37:00,397.8,4,User friendly app.
CUST_0344,2025-03-22 01:17:00,447.67,4,Neutral experience.
CUST_0492,2025-03-02 14:26:00,247.84,4,Product quality acceptable.
CUST_0414,2025-07-29 01:51:00,414.8,3,Delivery was okay.
CUST_0294,2025-07-16 00:23:00,478.78,5,User friendly app.
CUST_0386,2025-04-20 22:41:00,341.11,2,Customer support unhelpful.
CUST_0192,2025-03-23 16:04:00,527.47,5,Nothing special.
CUST_0444,2025-03-01 03:09:00,343.91,3,Loved the discounts.
CUST_0277,2025-06-25 09:16:00,296.79,4,Excellent service!
CUST_0161,2025-04-25 23:04:00,466.82,5,Good quality products.
CUST_0460,2025-03-06 05:52:00,644.0,5,Great experience overall.
CUST_0314,2025-06-06 10:42:00,410.24,4,Delivery was okay.
CUST_0022,2025-05-26 14:56:00,476.19,4,Great experience overall.
CUST_0253,2025-07-01 22:15:00,338.95,3,Wrong items delivered.
CUST_0236,2025-05-06 10:53:00,251.01,4,Good quality products.
CUST_0345,2025-06-24 07:03:00,419.95,4,User friendly app.
CUST_0049,2025-05-15 03:55:00,438.93,5,Great experience overall.
CUST_0475,2025-02-25 02:31:00,357.05,4,Very fast delivery.
CUST_0059,2025-07-05 17:57:00,475.73,4,Very fast delivery.
CUST_0170,2025-03-23 18:20:00,321.51,2,Customer support unhelpful.
CUST_0476,2025-02-05 17:27:00,291.75,5,Very fast delivery.
CUST_0188,2025-07-20 21:20:00,527.28,1,Wrong items delivered.
CUST_0464,2025-04-11 00:04:00,527.84,3,Great experience overall.
CUST_0271,2025-02-12 13:33:00,323.88,4,Nothing special.
CUST_0190,2025-07-27 13:25:00,606.26,5,Good quality products.
CUST_0446,2025-03-17 08:25:00,365.55,3,Excellent service!
CUST_0175,2025-03-19 21:46:00,410.17,3,Very bad experience.
CUST_0446,2025-03-28 10:47:00,389.84,4,Average service.
CUST_0051,2025-04-02 16:25:00,462.85,5,Product quality acceptable.
CUST_0364,2025-03-08 00:07:00,432.57,5,Very fast delivery.
CUST_0055,2025-05-24 02:51:00,430.96,4,Delivery was okay.
CUST_0244,2025-03-19 23:21:00,277.65,3,Very fast delivery.
CUST_0320,2025-02-14 22:13:00,197.37,1,App glitches caused trouble.
CUST_0131,2025-06-10 12:25:00,537.06,4,Loved the discounts.
CUST_0485,2025-02-14 23:50:00,334.55,5,Neutral experience.
CUST_0307,2025-02-07 02:46:00,394.12,4,Nothing special.
CUST_0135,2025-07-01 13:42:00,439.22,4,Great experience overall.
CUST_0021,2025-02-18 05:34:00,595.48,4,Nothing special.
CUST_0329,2025-05-26 14:24:00,419.36,5,User friendly app.
CUST_0167,2025-05-30 04:27:00,352.62,3,Very fast delivery.
CUST_0274,2025-03-11 16:38:00,337.17,3,Excellent service!
CUST_0388,2025-04-27 11:24:00,395.52,3,Neutral experience.
CUST_0089,2025-06-25 12:19:00,290.88,5,User friendly app.
CUST_0316,2025-02-25 03:09:00,403.47,5,Loved the discounts.
CUST_0014,2025-04-08 08:44:00,393.76,4,Very fast delivery.
CUST_0242,2025-06-26 14:35:00,596.98,3,User friendly app.
CUST_0265,2025-05-22 21:33:00,389.97,1,Delivery was very late.
CUST_0346,2025-05-22 07:39:00,169.06,2,Nothing special.
CUST_0053,2025-05-24 11:18:00,720.82,5,Good quality products.
CUST_0386,2025-03-14 08:36:00,514.82,5,Average service.
CUST_0340,2025-02-06 19:25:00,649.88,2,Very bad experience.
CUST_0092,2025-04-05 01:58:00,261.12,5,Great experience overall.
CUST_0367,2025-03-31 12:05:00,373.38,4,Good quality products.
CUST_0444,2025-06-01 00:52:00,480.93,5,Great experience overall.
CUST_0455,2025-06-30 20:05:00,464.37,3,Wrong items delivered.
CUST_0428,2025-04-11 22:47:00,436.83,1,Poor packaging.
CUST_0264,2025-02-04 10:29:00,136.05,3,Product quality acceptable.
CUST_0431,2025-05-06 23:54:00,194.51,2,Delivery was okay.
CUST_0035,2025-06-17 22:02:00,582.1,1,App glitches caused trouble.
CUST_0206,2025-03-03 07:36:00,603.44,4,Great experience overall.
CUST_0081,2025-03-08 23:30:00,387.2,4,Good quality products.
CUST_0420,2025-02-06 01:19:00,566.85,5,Product quality acceptable.
CUST_0050,2025-04-16 03:14:00,277.21,5,User friendly app.
CUST_0360,2025-06-14 21:48:00,304.67,2,Poor packaging.
CUST_0388,2025-05-05 23:37:00,267.73,5,Average service.
CUST_0002,2025-07-29 01:14:00,298.01,5,Delivery was okay.
CUST_0390,2025-06-16 18:44:00,486.72,1,Wrong items delivered.
CUST_0054,2025-03-16 04:05:00,296.52,4,Neutral experience.
CUST_0106,2025-07-04 21:03:00,668.77,1,Very bad experience.
CUST_0260,2025-02-19 19:32:00,455.21,2,App glitches caused trouble.
CUST_0310,2025-02-20 16:11:00,530.14,5,User friendly app.
CUST_0477,2025-03-19 00:25:00,458.79,3,Neutral experience.
CUST_0191,2025-06-22 05:36:00,545.71,5,Great experience overall.
CUST_0402,2025-06-06 10:35:00,295.84,5,Excellent service!
CUST_0218,2025-04-18 10:02:00,573.63,4,User friendly app.
CUST_0044,2025-07-11 05:49:00,416.91,4,Excellent service!
CUST_0162,2025-02-10 04:22:00,545.11,4,Great experience overall.
CUST_0202,2025-06-18 11:01:00,227.25,3,Delivery was okay.
CUST_0446,2025-02-13 07:01:00,421.67,4,Loved the discounts.
CUST_0484,2025-04-25 00:36:00,417.43,3,Very fast delivery.
CUST_0270,2025-04-14 16:08:00,325.69,4,User friendly app.
CUST_0351,2025-06-23 23:37:00,437.57,3,Nothing special.
CUST_0304,2025-07-13 16:04:00,584.75,5,Great experience overall.
CUST_0271,2025-04-03 11:49:00,316.46,4,User friendly app.
CUST_0456,2025-04-19 20:55:00,515.42,2,Very bad experience.
CUST_0462,2025-06-17 01:11:00,264.71,4,Average service.
CUST_0215,2025-03-07 00:39:00,653.13,5,User friendly app.
CUST_0252,2025-04-05 21:59:00,494.15,3,Very bad experience.
CUST_0190,2025-04-05 07:10:00,607.01,4,User friendly app.
CUST_0296,2025-05-16 04:13:00,480.65,4,Good quality products.
CUST_0213,2025-04-01 02:20:00,446.87,5,Loved the discounts.
CUST_0208,2025-07-15 04:18:00,495.15,3,Good quality products.
CUST_0237,2025-06-03 13:25:00,383.63,3,User friendly app.
CUST_0338,2025-04-03 03:24:00,205.86,4,Product quality acceptable.
CUST_0367,2025-03-14 17:39:00,453.69,3,Product quality acceptable.
CUST_0053,2025-04-13 06:39:00,309.34,4,Loved the discounts.
CUST_0280,2025-02-14 18:37:00,267.8,1,Very bad experience.
CUST_0410,2025-05-08 22:14:00,476.36,3,App glitches caused trouble.
CUST_0217,2025-07-03 16:32:00,366.51,5,Delivery was okay.
CUST_0252,2025-03-25 07:39:00,523.32,5,Nothing special.
CUST_0188,2025-07-29 06:50:00,305.33,5,Delivery was okay.
CUST_0380,2025-06-14 02:06:00,343.5,5,Great experience overall.
CUST_0493,2025-07-29 07:41:00,538.04,4,User friendly app.
CUST_0041,2025-02-15 14:28:00,433.58,5,Good quality products.
CUST_0157,2025-03-05 19:29:00,222.72,2,App glitches caused trouble.
CUST_0015,2025-07-05 03:28:00,430.93,5,Average service.
CUST_0301,2025-03-10 00:36:00,577.75,4,Very fast delivery.
CUST_0065,2025-07-05 22:32:00,342.57,1,Delivery was very late.
CUST_0345,2025-04-27 01:09:00,471.77,4,Very fast delivery.
CUST_0327,2025-02-05 09:32:00,298.07,5,Good quality products.
CUST_0009,2025-05-29 05:12:00,383.59,3,Neutral experience.
CUST_0344,2025-07-09 14:35:00,530.78,5,Good quality products.
CUST_0129,2025-05-20 23:51:00,426.31,4,Neutral experience.
CUST_0492,2025-02-15 07:04:00,554.71,3,Delivery was okay.
CUST_0136,2025-07-07 14:03:00,451.04,3,Nothing special.
CUST_0472,2025-04-17 12:01:00,666.25,4,Excellent service!
CUST_0063,2025-07-05 18:50:00,212.21,2,Customer support unhelpful.
CUST_0139,2025-07-14 03:25:00,373.94,4,Delivery was okay.
CUST_0499,2025-03-15 04:19:00,269.86,5,Nothing special.
CUST_0081,2025-02-11 09:39:00,278.05,4,Average service.
CUST_0392,2025-03-10 05:07:00,279.14,3,Product quality acceptable.
CUST_0163,2025-02-23 14:25:00,420.13,5,Loved the discounts.
CUST_0419,2025-03-18 10:11:00,427.16,5,Product quality acceptable.
CUST_0289,2025-06-21 07:17:00,451.29,5,Excellent service!
CUST_0379,2025-05-22 07:59:00,265.23,3,Neutral experience.
CUST_0261,2025-07-21 11:43:00,361.09,5,Very fast delivery.
CUST_0490,2025-05-11 15:03:00,284.28,5,Neutral experience.
CUST_0231,2025-06-13 23:36:00,512.31,3,Product quality acceptable.
CUST_0041,2025-04-13 09:48:00,295.57,3,Loved the discounts.
CUST_0028,2025-05-03 08:53:00,374.35,4,Neutral experience.
CUST_0135,2025-03-23 13:39:00,467.24,3,Great experience overall.
CUST_0201,2025-03-13 21:10:00,326.12,3,Delivery was very late.
CUST_0328,2025-07-01 00:45:00,483.27,4,Loved the discounts.
CUST_0268,2025-05-12 20:25:00,591.53,3,Customer support unhelpful.
CUST_0418,2025-05-21 03:53:00,422.77,4,Good quality products.
CUST_0033,2025-03-29 00:53:00,508.19,3,Average service.
CUST_0048,2025-03-27 18:39:00,151.19,1,Delivery was very late.
CUST_0407,2025-06-23 20:46:00,348.51,2,Very bad experience.
CUST_0062,2025-03-25 08:09:00,422.19,5,Loved the discounts.
CUST_0216,2025-07-30 20:25:00,273.64,2,App glitches caused trouble.
CUST_0293,2025-07-19 02:51:00,424.92,4,Good quality products.
CUST_0099,2025-02-25 10:37:00,527.19,4,Product quality acceptable.
CUST_0172,2025-06-10 06:17:00,174.45,2,Delivery was okay.
CUST_0360,2025-07-12 16:42:00,257.31,5,Neutral experience.
CUST_0214,2025-05-19 18:53:00,422.18,1,Wrong items delivered.
CUST_0475,2025-07-02 06:51:00,455.25,4,Neutral experience.
CUST_0035,2025-04-29 00:48:00,488.57,5,Product quality acceptable.
CUST_0449,2025-03-01 10:21:00,413.31,5,Nothing special.
CUST_0227,2025-07-04 17:20:00,455.38,4,User friendly app.
CUST_0101,2025-03-21 06:16:00,508.42,4,Good quality products.
CUST_0431,2025-04-25 08:48:00,350.27,5,Great experience overall.
CUST_0462,2025-06-28 21:21:00,326.97,2,Poor packaging.
CUST_0131,2025-04-04 07:48:00,379.78,4,Product quality acceptable.
CUST_0257,2025-04-12 00:31:00,423.94,5,Product quality acceptable.
CUST_0005,2025-06-21 22:50:00,321.01,3,Delivery was very late.
CUST_0218,2025-06-03 23:18:00,352.75,4,Nothing special.
CUST_0255,2025-04-03 16:44:00,447.72,4,Great experience overall.
CUST_0398,2025-03-02 15:39:00,418.93,4,Average service.
CUST_0359,2025-02-19 17:00:00,377.76,5,Excellent service!
CUST_0283,2025-04-19 18:46:00,191.07,1,Delivery was very late.
CUST_0393,2025-05-24 17:29:00,399.58,5,Great experience overall.
CUST_0207,2025-07-16 18:03:00,283.6,2,Wrong items delivered.
CUST_0015,2025-06-09 07:28:00,517.97,4,User friendly app.
CUST_0346,2025-03-27 06:02:00,362.95,5,Excellent service!
CUST_0042,2025-03-04 09:09:00,280.45,5,User friendly app.
CUST_0380,2025-05-21 01:59:00,392.61,3,Nothing special.
CUST_0461,2025-04-28 22:27:00,552.48,1,Delivery was very late.
CUST_0179,2025-03-04 17:06:00,475.7,4,Very fast delivery.
CUST_0063,2025-05-04 07:00:00,426.39,5,Average service.
CUST_0352,2025-03-29 22:02:00,240.87,3,Delivery was very late.
CUST_0231,2025-04-13 21:56:00,594.59,2,App glitches caused trouble.
CUST_0241,2025-04-08 18:32:00,325.4,2,Poor packaging.
CUST_0052,2025-05-03 14:07:00,512.05,4,Good quality products.
CUST_0096,2025-07-12 02:31:00,360.96,4,Neutral experience.
CUST_0388,2025-04-29 13:31:00,500.5,4,Average service.
CUST_0222,2025-05-31 13:42:00,556.82,4,Product quality acceptable.
CUST_0485,2025-06-24 03:51:00,477.78,4,Good quality products.
CUST_0407,2025-07-15 21:20:00,490.7,2,Wrong items delivered.
CUST_0231,2025-06-22 22:47:00,388.19,1,App glitches caused trouble.
CUST_0237,2025-02-07 09:06:00,347.92,5,Nothing special.
CUST_0143,2025-07-11 22:20:00,416.6,1,Customer support unhelpful.
CUST_0171,2025-06-27 15:18:00,359.21,4,User friendly app.
CUST_0029,2025-03-08 17:01:00,696.06,5,Loved the discounts.
CUST_0036,2025-06-09 14:04:00,280.92,5,User friendly app.
CUST_0013,2025-06-28 10:41:00,520.25,3,Loved the discounts.
CUST_0160,2025-06-10 02:22:00,462.06,4,Delivery was okay.
CUST_0327,2025-05-30 11:19:00,427.58,5,Neutral experience.
CUST_0187,2025-02-05 04:37:00,577.59,4,Neutral experience.
CUST_0243,2025-06-17 01:52:00,435.81,4,Great experience overall.
CUST_0086,2025-07-22 02:51:00,323.81,5,Average service.
CUST_0284,2025-04-27 11:23:00,435.01,3,Product quality acceptable.
CUST_0066,2025-04-22 09:29:00,378.02,4,Average service.
CUST_0170,2025-05-31 13:22:00,460.39,4,Very fast delivery.
CUST_0045,2025-06-08 16:49:00,497.57,4,User friendly app.
CUST_0062,2025-05-26 16:13:00,296.91,4,User friendly app.
CUST_0441,2025-02-09 07:01:00,543.44,3,Very fast delivery.
CUST_0134,2025-02-25 06:08:00,369.41,4,Great experience overall.
CUST_0284,2025-02-22 10:45:00,453.23,3,Excellent service!
CUST_0028,2025-02-04 12:33:00,474.04,5,Nothing special.
CUST_0108,2025-03-09 10:05:00,444.09,4,Product quality acceptable.
CUST_0044,2025-06-26 20:41:00,386.91,2,Poor packaging.
CUST_0340,2025-05-11 08:37:00,341.37,5,Nothing special.
CUST_0286,2025-03-06 16:36:00,367.72,5,User friendly app.
CUST_0446,2025-07-03 05:57:00,587.82,3,Excellent service!
CUST_0331,2025-04-17 22:52:00,296.1,3,Delivery was very late.
CUST_0128,2025-05-17 21:20:00,313.69,1,Very bad experience.
CUST_0348,2025-02-27 05:26:00,308.42,3,Neutral experience.
CUST_0473,2025-07-18 01:11:00,416.29,5,Excellent service!
CUST_0231,2025-03-25 06:09:00,217.04,4,User friendly app.
CUST_0190,2025-07-23 16:25:00,237.57,4,Very fast delivery.
CUST_0225,2025-06-02 13:01:00,368.69,4,Excellent service!
CUST_0385,2025-03-26 10:00:00,245.47,4,Great experience overall.
CUST_0377,2025-03-23 20:35:00,255.25,1,Delivery was very late.
CUST_0283,2025-05-26 20:10:00,246.37,3,App glitches caused trouble.
CUST_0446,2025-03-12 10:35:00,298.41,4,User friendly app.
CUST_0121,2025-05-24 06:39:00,487.75,5,Loved the discounts.
CUST_0116,2025-03-26 01:54:00,514.68,4,Neutral experience.
CUST_0461,2025-05-22 23:53:00,630.28,5,User friendly app.
CUST_0233,2025-06-30 04:55:00,625.88,5,Very fast delivery.
CUST_0259,2025-03-05 03:46:00,494.36,5,Product quality acceptable.
CUST_0359,2025-06-28 18:34:00,523.32,1,Poor packaging.
CUST_0198,2025-04-22 12:42:00,415.73,4,Nothing special.
CUST_0456,2025-07-04 01:52:00,462.38,4,Nothing special.
CUST_0411,2025-04-14 08:39:00,633.23,5,User friendly app.
CUST_0137,2025-02-17 00:24:00,444.55,5,User friendly app.
CUST_0318,2025-04-02 10:39:00,538.39,4,Average service.
CUST_0165,2025-03-14 06:34:00,287.88,3,Delivery was okay.
CUST_0225,2025-06-11 17:36:00,320.05,4,User friendly app.
CUST_0307,2025-05-19 11:50:00,437.45,5,Very fast delivery.
CUST_0234,2025-05-13 01:11:00,417.99,4,Very fast delivery.
CUST_0172,2025-02-19 04:43:00,325.61,5,Neutral experience.
CUST_0152,2025-03-21 16:09:00,688.89,5,User friendly app.
CUST_0463,2025-03-29 22:48:00,420.71,1,Wrong items delivered.
CUST_0315,2025-03-19 11:15:00,346.87,4,Delivery was okay.
CUST_0374,2025-04-24 07:30:00,418.19,4,Delivery was okay.
CUST_0160,2025-06-29 16:22:00,403.05,4,Average service.
CUST_0096,2025-05-29 15:05:00,422.54,3,Excellent service!
CUST_0472,2025-02-25 17:24:00,208.75,3,Neutral experience.
CUST_0233,2025-02-12 14:58:00,555.03,5,Neutral experience.
CUST_0180,2025-07-04 08:44:00,561.86,4,Neutral experience.
CUST_0113,2025-02-26 14:31:00,576.44,4,Very fast delivery.
CUST_0318,2025-02-10 15:06:00,439.05,5,Excellent service!
CUST_0497,2025-06-25 22:25:00,479.5,2,Customer support unhelpful.
CUST_0442,2025-04-27 06:13:00,296.05,3,Great experience overall.
CUST_0052,2025-04-20 20:06:00,499.95,2,Delivery was very late.
CUST_0268,2025-06-17 18:47:00,430.21,2,Poor packaging.
CUST_0295,2025-04-13 17:58:00,344.75,5,User friendly app.
CUST_0386,2025-04-23 19:38:00,503.77,2,Poor packaging.
CUST_0387,2025-06-26 09:38:00,508.41,5,Product quality acceptable.
CUST_0113,2025-02-17 13:30:00,407.27,4,Average service.
CUST_0101,2025-07-02 02:43:00,452.61,5,Good quality products.
CUST_0113,2025-03-17 01:02:00,276.19,3,Delivery was okay.
CUST_0440,2025-03-09 10:39:00,549.18,3,Good quality products.
CUST_0081,2025-05-19 06:14:00,292.14,4,Loved the discounts.
CUST_0187,2025-05-31 16:03:00,315.35,3,Average service.
CUST_0113,2025-05-04 21:24:00,407.48,1,Poor packaging.
CUST_0002,2025-06-21 17:32:00,533.74,5,Very fast delivery.
CUST_0130,2025-02-16 12:41:00,533.67,5,Average service.
CUST_0220,2025-05-19 01:54:00,399.42,4,Product quality acceptable.
CUST_0054,2025-07-20 01:29:00,492.76,4,Very fast delivery.
CUST_0343,2025-02-13 12:17:00,197.31,2,Delivery was okay.
CUST_0485,2025-07-10 02:58:00,313.68,4,Neutral experience.
CUST_0224,2025-03-11 13:51:00,316.13,3,Product quality acceptable.
CUST_0225,2025-03-01 16:28:00,550.27,5,Excellent service!
CUST_0385,2025-04-03 20:43:00,478.56,1,Delivery was very late.
CUST_0403,2025-02-16 23:43:00,422.16,4,User friendly app.
CUST_0126,2025-06-01 09:29:00,433.81,3,Good quality products.
CUST_0130,2025-07-03 06:19:00,588.2,5,Delivery was okay.
CUST_0053,2025-06-13 00:29:00,379.58,5,Average service.
CUST_0172,2025-07-27 02:44:00,242.31,5,Average service.
CUST_0218,2025-06-22 23:29:00,530.46,5,User friendly app.
CUST_0160,2025-04-09 17:36:00,421.82,4,Delivery was okay.
CUST_0198,2025-07-03 15:00:00,514.44,4,Excellent service!
CUST_0416,2025-04-14 14:48:00,394.63,5,Good quality products.
CUST_0247,2025-06-01 23:03:00,299.36,4,Delivery was okay.
CUST_0324,2025-06-20 04:36:00,448.34,4,Excellent service!
CUST_0439,2025-07-21 05:38:00,401.22,3,Delivery was okay.
CUST_0203,2025-04-04 13:23:00,422.19,3,Loved the discounts.
CUST_0184,2025-02-11 12:33:00,593.99,4,Average service.
CUST_0123,2025-07-03 06:51:00,268.16,4,Loved the discounts.
CUST_0401,2025-02-04 07:19:00,434.31,5,Delivery was okay.
CUST_0255,2025-05-04 21:52:00,301.72,1,Very bad experience.
CUST_0294,2025-05-21 09:42:00,89.13,3,Neutral experience.
CUST_0280,2025-03-29 08:48:00,394.12,3,Neutral experience.
CUST_0325,2025-02-03 23:05:00,403.72,3,Average service.
CUST_0372,2025-02-05 04:53:00,474.82,4,Good quality products.
CUST_0098,2025-03-19 22:48:00,373.9,1,Poor packaging.
CUST_0198,2025-02-09 02:19:00,221.32,4,Loved the discounts.
CUST_0470,2025-06-02 16:58:00,301.31,4,User friendly app.
CUST_0395,2025-07-13 17:17:00,558.04,4,Excellent service!
CUST_0240,2025-04-03 16:23:00,299.6,3,Nothing special.
CUST_0144,2025-02-03 02:37:00,589.99,3,Product quality acceptable.
CUST_0097,2025-02-13 23:46:00,526.0,3,Excellent service!
CUST_0201,2025-04-30 08:03:00,361.87,3,Great experience overall.
CUST_0124,2025-06-22 04:33:00,312.51,5,Excellent service!
CUST_0187,2025-02-11 08:55:00,525.75,4,Excellent service!
CUST_0326,2025-04-08 08:02:00,371.09,4,Nothing special.
CUST_0464,2025-07-03 01:11:00,214.52,4,Average service.
CUST_0349,2025-07-20 08:14:00,467.48,5,Product quality acceptable.
CUST_0259,2025-03-12 04:10:00,450.07,5,Product quality acceptable.
CUST_0148,2025-06-04 14:37:00,536.52,5,Good quality products.
CUST_0252,2025-04-13 04:47:00,441.95,5,Excellent service!
CUST_0443,2025-05-01 17:05:00,334.1,4,Product quality acceptable.
CUST_0420,2025-03-09 15:12:00,552.36,5,Very fast delivery.
CUST_0403,2025-02-28 04:12:00,564.04,4,Good quality products.
CUST_0346,2025-04-22 17:39:00,427.98,4,Very fast delivery.
CUST_0451,2025-03-17 18:57:00,407.24,1,App glitches caused trouble.
CUST_0147,2025-04-08 23:39:00,241.21,4,Very fast delivery.
CUST_0148,2025-05-09 07:26:00,327.1,5,Neutral experience.
CUST_0352,2025-03-05 05:23:00,491.29,4,User friendly app.
